#Species A	Chromosome A	Start A	End A	Species B	Chromosome B	Start B	End B	Size	P value
Homo sapiens	7	7240414	8759114	Mus musculus	6	7795333	9197846	7	3.161E-26
Homo sapiens	7	10938143	12410056	Mus musculus	6	11850374	13174965	6	1.966E-22
Homo sapiens	7	23252841	33068934	Mus musculus	6	48986612	56873876	59	7.571E-158
Homo sapiens	7	92597304	97339732	Mus musculus	6	3322260	7643196	25	5.913E-82
Homo sapiens	7	112193032	117669977	Mus musculus	6	13530687	18829582	19	8.659E-65
Homo sapiens	7	119701923	150189312	Mus musculus	6	21166299	48941721	200	0.000E0
Homo sapiens	9	33607801	33789228	Mus musculus	6	41138272	41475021	4	3.249E-13
Homo sapiens	2	71190322	71230738	Mus musculus	7	71521427	71557000	2	1.311E-5
Homo sapiens	1	245902043	245953968	Mus musculus	7	93454695	93765153	3	3.870E-10
Homo sapiens	19	7063266	8415925	Mus musculus	8	3155401	4524064	26	1.314E-84
Homo sapiens	19	12582753	14543886	Mus musculus	8	86090660	87646994	58	1.647E-156
Homo sapiens	19	15938466	19635475	Mus musculus	8	72315149	75287773	99	3.120E-225
Homo sapiens	19	34785992	39683914	Mus musculus	7	34894571	39056367	31	4.204E-97
Homo sapiens	19	40183086	49696395	Mus musculus	7	24866943	31936073	187	0.000E0
Homo sapiens	19	49706916	53392689	Mus musculus	7	13845027	20576453	93	1.446E-215
Homo sapiens	19	53491526	56796696	Mus musculus	7	50663650	53204326	117	1.080E-249
Homo sapiens	19	58988669	62438727	Mus musculus	7	3235151	6955799	67	3.995E-171
Homo sapiens	19	60911610	61264988	Mus musculus	7	20593383	24226941	3	6.966E-9
Homo sapiens	19	60911610	61085030	Mus musculus	7	27220132	27360634	2	2.361E-4
Homo sapiens	19	61055199	63776754	Mus musculus	7	10944250	13639993	20	1.366E-66
Homo sapiens	13	34414456	40138734	Mus musculus	3	52072340	55987623	22	8.742E-74
Homo sapiens	13	40201440	40282246	Mus musculus	8	23486027	23539945	2	1.311E-5
Homo sapiens	13	51334118	52059223	Mus musculus	8	23080247	23481890	9	5.292E-33
Homo sapiens	13	105940099	114110898	Mus musculus	8	8617731	13881633	41	5.196E-121
Homo sapiens	2	95475638	95577063	Mus musculus	9	18213538	20065357	2	5.246E-4
Homo sapiens	7	32922952	36307677	Mus musculus	9	22216362	25411694	9	3.528E-33
Homo sapiens	19	8781382	12523327	Mus musculus	9	18260636	22006567	65	2.081E-167
Homo sapiens	16	45251095	57325747	Mus musculus	8	87784293	98412301	84	2.065E-202
Homo sapiens	16	63535157	68533145	Mus musculus	8	105156895	110081112	91	7.499E-214
Homo sapiens	16	68542311	70763525	Mus musculus	8	112017927	113660974	30	3.990E-94
Homo sapiens	16	72941770	88638880	Mus musculus	8	113582820	126060549	116	2.375E-248
Homo sapiens	16	31880910	32767004	Mus musculus	12	115391395	117003846	2	1.700E-2
Homo sapiens	16	3194248	5075588	Mus musculus	16	3592398	5244996	38	7.114E-114
Homo sapiens	16	7322752	16144429	Mus musculus	16	6809315	14474965	47	2.384E-133
Homo sapiens	16	14835138	16296168	Mus musculus	7	53231750	53339574	2	3.934E-5
Homo sapiens	16	17103682	31427207	Mus musculus	7	124524493	135441623	163	3.633E-303
Homo sapiens	6	26212083	27208508	Mus musculus	3	96025041	96067230	2	1.311E-5
Homo sapiens	6	237101	21706826	Mus musculus	13	29040788	48359405	85	3.950E-203
Homo sapiens	6	22395459	29120996	Mus musculus	13	21207563	27157060	57	2.375E-153
Homo sapiens	6	52950710	55848334	Mus musculus	9	75623900	78057155	15	2.866E-53
Homo sapiens	6	74119508	86409746	Mus musculus	9	78214864	88377235	42	1.811E-122
Homo sapiens	2	113911853	113975380	Mus musculus	19	24973990	25036021	2	3.934E-4
Homo sapiens	9	105991	6635692	Mus musculus	19	24973990	30249908	35	1.168E-105
Homo sapiens	9	42661911	42710338	Mus musculus	19	24973990	25036021	2	3.934E-4
Homo sapiens	9	68131062	70109820	Mus musculus	19	24752751	25036021	3	2.322E-8
Homo sapiens	9	72063757	81531478	Mus musculus	19	14522562	23348367	28	8.121E-90
Homo sapiens	2	28858887	33677870	Mus musculus	17	71901412	75951198	25	5.913E-82
Homo sapiens	2	36436901	51108915	Mus musculus	17	78419504	91103712	73	7.238E-184
Homo sapiens	2	106789538	108292802	Mus musculus	17	53968962	55649710	3	3.870E-10
Homo sapiens	21	42356137	43940388	Mus musculus	17	31091624	32197547	19	5.773E-65
Homo sapiens	19	4039939	6903102	Mus musculus	17	56092046	57628671	58	6.590E-156
Homo sapiens	19	8273011	8581588	Mus musculus	17	33661169	33985698	11	2.299E-40
Homo sapiens	19	15131445	15921768	Mus musculus	17	32257838	33406621	10	5.789E-37
Homo sapiens	19	56888409	58388415	Mus musculus	17	17974468	21165823	6	5.899E-22
Homo sapiens	16	162875	3132805	Mus musculus	17	23693737	26423976	120	4.220E-254
Homo sapiens	6	29171189	33485657	Mus musculus	17	34012613	38442404	124	4.646E-259
Homo sapiens	6	33467598	39163497	Mus musculus	17	27054036	31073455	63	3.675E-165
Homo sapiens	6	39868120	49862859	Mus musculus	17	40344227	49703662	108	5.099E-239
Homo sapiens	6	155096204	159613131	Mus musculus	17	3114967	8172689	19	4.156E-63
Homo sapiens	6	160020141	163914886	Mus musculus	17	10401473	13208219	17	2.287E-59
Homo sapiens	6	166490785	167676167	Mus musculus	17	7183273	8635361	11	3.678E-39
Homo sapiens	6	167489749	170735673	Mus musculus	17	13244187	15664245	16	5.783E-55
Homo sapiens	10	33229326	35144255	Mus musculus	8	129588145	131256509	3	3.870E-10
Homo sapiens	10	170643	5924101	Mus musculus	13	3537395	9764560	20	7.586E-68
Homo sapiens	10	38131786	38305561	Mus musculus	6	118377339	118418033	2	1.311E-5
Homo sapiens	10	42598265	45608418	Mus musculus	6	116158056	118369435	17	9.148E-59
Homo sapiens	10	121249330	135232866	Mus musculus	7	135517144	147973752	83	8.840E-201
Homo sapiens	10	51617078	54201466	Mus musculus	19	30307418	32464204	7	3.161E-26
Homo sapiens	10	89254631	108914274	Mus musculus	19	32560428	50752975	171	5.416E-312
Homo sapiens	10	111614514	121205118	Mus musculus	19	53065673	61168449	54	2.682E-148
Homo sapiens	2	114101291	114142670	Mus musculus	15	89398757	89422296	2	5.246E-5
Homo sapiens	12	33419627	53268714	Mus musculus	15	89612824	103368423	174	3.619E-315
Homo sapiens	2	96566185	102800310	Mus musculus	1	36364596	40912112	51	3.376E-142
Homo sapiens	2	104838401	106177227	Mus musculus	1	42753991	43884593	9	1.764E-33
Homo sapiens	2	114188401	116318406	Mus musculus	1	125228719	127492391	3	3.870E-10
Homo sapiens	2	118288725	122241899	Mus musculus	1	120194732	123464480	24	2.878E-79
Homo sapiens	2	128565255	128792722	Mus musculus	1	36125245	36301121	2	1.311E-5
Homo sapiens	2	130812286	131827569	Mus musculus	1	34493523	34936430	8	6.637E-30
Homo sapiens	2	132890617	138151757	Mus musculus	1	127573570	132115853	16	2.409E-56
Homo sapiens	2	188865635	190153858	Mus musculus	1	44608356	45982439	5	1.665E-18
Homo sapiens	2	190234391	192767904	Mus musculus	1	50966806	53409535	18	2.434E-62
Homo sapiens	2	196230184	196643975	Mus musculus	1	46346411	46910354	2	2.623E-5
Homo sapiens	2	196310673	220214937	Mus musculus	1	53453853	75555658	158	2.077E-299
Homo sapiens	2	221990993	230641863	Mus musculus	1	77363760	84931700	32	7.082E-100
Homo sapiens	2	230733517	242449731	Mus musculus	1	87473477	95949130	95	1.900E-218
Homo sapiens	1	156799065	185224726	Mus musculus	1	151676753	176361515	230	0.000E0
Homo sapiens	1	188333420	191487679	Mus musculus	1	145454630	148749599	10	5.789E-37
Homo sapiens	1	194461536	205600934	Mus musculus	1	132285103	142506838	111	9.913E-243
Homo sapiens	1	205909413	225572449	Mus musculus	1	181890603	196957754	92	3.364E-214
Homo sapiens	1	238321603	245162122	Mus musculus	1	176431956	181733796	27	6.300E-87
Homo sapiens	13	102047374	102346384	Mus musculus	1	43990847	44275776	9	1.764E-33
Homo sapiens	6	49909929	52882455	Mus musculus	1	18105272	21255291	15	2.866E-53
Homo sapiens	6	56430744	57621334	Mus musculus	1	33510659	34365495	6	1.966E-22
Homo sapiens	6	62447826	64483336	Mus musculus	1	30859187	32715128	4	2.031E-14
Homo sapiens	6	69401980	74076809	Mus musculus	1	21339995	25886552	12	1.087E-43
Homo sapiens	1	885830	12014693	Mus musculus	4	147234887	155608903	136	2.527E-274
Homo sapiens	1	12046021	67366808	Mus musculus	4	94608732	144905067	535	0.000E0
Homo sapiens	9	6747654	9008735	Mus musculus	4	73888401	77857865	3	3.870E-10
Homo sapiens	9	12683435	27287137	Mus musculus	4	80480211	94595501	41	6.235E-120
Homo sapiens	9	27319129	28660283	Mus musculus	4	34899953	36898256	4	2.031E-14
Homo sapiens	9	32374618	38414444	Mus musculus	4	40090298	45839687	89	3.522E-207
Homo sapiens	9	83388423	85343281	Mus musculus	4	71778176	73848118	3	3.870E-10
Homo sapiens	9	99040600	114692911	Mus musculus	4	45903236	59927928	82	1.939E-199
Homo sapiens	9	114843995	119518968	Mus musculus	4	61850577	66590136	30	2.660E-94
Homo sapiens	9	120968728	122516457	Mus musculus	4	68422550	70195962	3	3.870E-10
Homo sapiens	6	87851935	91353628	Mus musculus	4	32051082	34854603	26	1.314E-84
Homo sapiens	6	96132134	97837773	Mus musculus	4	24423691	26273799	8	6.637E-30
Homo sapiens	6	99389301	100170175	Mus musculus	4	21604628	22415480	8	6.637E-30
Homo sapiens	5	244618	7954233	Mus musculus	13	68699657	74501453	34	2.896E-104
Homo sapiens	5	43480112	45731977	Mus musculus	13	118391507	120284312	7	6.321E-26
Homo sapiens	5	49730236	83716367	Mus musculus	13	88961116	118062905	145	1.484E-283
Homo sapiens	5	85949514	90714877	Mus musculus	13	81022671	86186387	11	4.598E-40
Homo sapiens	5	92944799	96169648	Mus musculus	13	74777321	78337845	17	4.574E-59
Homo sapiens	5	134102105	137117964	Mus musculus	13	55724443	58229674	21	5.497E-71
Homo sapiens	5	174084181	176969929	Mus musculus	13	53562250	55711803	40	3.754E-118
Homo sapiens	5	96296854	98290138	Mus musculus	17	15842254	17761453	5	1.665E-18
Homo sapiens	5	106744250	109989052	Mus musculus	17	62954107	65890122	6	1.966E-22
Homo sapiens	5	172001015	172594868	Mus musculus	17	26551910	26978510	7	3.161E-26
Homo sapiens	5	9093308	11957110	Mus musculus	15	30102348	32626096	9	1.764E-33
Homo sapiens	5	13745039	17329935	Mus musculus	15	25293243	28401800	11	2.299E-40
Homo sapiens	5	19508898	22889488	Mus musculus	15	21041207	23376169	2	1.311E-5
Homo sapiens	5	31229553	42844212	Mus musculus	15	3220977	13103394	56	1.384E-152
Homo sapiens	5	99898943	102642260	Mus musculus	1	97210232	100405957	8	1.327E-29
Homo sapiens	Y	13322554	14101944	Mus musculus	Y	433587	796225	3	3.870E-10
Homo sapiens	22	31998847	34279987	Mus musculus	8	75338500	77748012	7	6.321E-26
Homo sapiens	22	17273779	22252495	Mus musculus	16	16868496	19241772	52	1.300E-141
Homo sapiens	22	15945849	17040158	Mus musculus	6	120413265	121220934	12	2.173E-43
Homo sapiens	22	34332757	45948393	Mus musculus	15	76845919	86328929	154	7.445E-294
Homo sapiens	22	48552957	49568957	Mus musculus	15	88517730	89422296	32	1.133E-98
Homo sapiens	18	895061	2561470	Mus musculus	17	93598762	95149359	2	1.311E-5
Homo sapiens	18	2561579	9950018	Mus musculus	17	65929396	71876154	25	1.183E-81
Homo sapiens	18	57308755	59807585	Mus musculus	1	106665106	109505555	18	2.434E-62
Homo sapiens	18	61568468	63335197	Mus musculus	1	111879287	113761486	3	3.870E-10
Homo sapiens	2	127522073	128502103	Mus musculus	18	31794025	32595385	13	6.028E-47
Homo sapiens	10	28001812	32707685	Mus musculus	18	3507955	7927065	15	5.732E-53
Homo sapiens	10	35337485	35541892	Mus musculus	18	3266354	3436372	2	1.311E-5
Homo sapiens	10	35575959	35970368	Mus musculus	18	9212854	9450148	3	3.870E-10
Homo sapiens	5	110102653	112285930	Mus musculus	18	31741244	34532991	10	5.789E-37
Homo sapiens	5	112340332	115938529	Mus musculus	18	44540181	47528522	15	2.866E-53
Homo sapiens	5	118203135	129549383	Mus musculus	18	49856468	59570100	35	3.892E-107
Homo sapiens	5	137171361	147574892	Mus musculus	18	34569077	44515378	102	2.416E-229
Homo sapiens	5	147627936	150118774	Mus musculus	18	60685871	62901041	30	1.330E-94
Homo sapiens	18	148479	571524	Mus musculus	18	9615522	10030147	4	2.031E-14
Homo sapiens	18	10444625	10861413	Mus musculus	18	63081981	63546111	5	1.665E-18
Homo sapiens	18	11679563	13905535	Mus musculus	18	67247990	68588905	18	2.434E-62
Homo sapiens	18	16783699	24011189	Mus musculus	18	10067465	16967759	27	6.300E-87
Homo sapiens	18	26825029	33399941	Mus musculus	18	20121873	25912658	32	7.082E-100
Homo sapiens	18	37789197	39111430	Mus musculus	18	30432524	31607069	3	3.870E-10
Homo sapiens	18	40514861	51454183	Mus musculus	18	69503800	79283678	44	2.346E-127
Homo sapiens	18	52421053	56190988	Mus musculus	18	63822455	67019694	18	2.434E-62
Homo sapiens	18	64491907	66148414	Mus musculus	18	89035974	90712659	5	1.665E-18
Homo sapiens	18	68354895	76106388	Mus musculus	18	80243657	86886984	25	1.183E-81
Homo sapiens	4	95592061	116254481	Mus musculus	3	125107012	142058599	71	7.194E-180
Homo sapiens	4	118224158	120769429	Mus musculus	3	122432076	124026178	11	2.299E-40
Homo sapiens	4	122469917	126633537	Mus musculus	3	36078349	38910903	17	4.574E-59
Homo sapiens	4	128773570	130253258	Mus musculus	3	40430208	41562427	11	2.299E-40
Homo sapiens	4	138660285	141031580	Mus musculus	3	49547243	51908155	11	2.299E-40
Homo sapiens	4	151218876	160500749	Mus musculus	3	78866444	86724774	42	3.019E-123
Homo sapiens	4	141397890	149582973	Mus musculus	8	79423693	85982290	30	5.319E-94
Homo sapiens	4	164269275	171247947	Mus musculus	8	62984921	69414463	24	5.755E-79
Homo sapiens	4	172972307	176135905	Mus musculus	8	58349709	60437127	11	2.299E-40
Homo sapiens	4	176791083	178600585	Mus musculus	8	54597080	56146224	8	6.637E-30
Homo sapiens	4	184048238	189305643	Mus musculus	8	44215161	49227017	34	9.653E-105
Homo sapiens	4	89230441	91865206	Mus musculus	6	57456496	61263829	12	2.173E-43
Homo sapiens	4	93444831	95483050	Mus musculus	6	63206851	65094724	4	2.031E-14
Homo sapiens	4	121200029	122521631	Mus musculus	6	65331379	66491027	5	3.330E-18
Homo sapiens	3	149898355	150422519	Mus musculus	3	19857054	20266099	7	6.321E-26
Homo sapiens	3	150569495	162704424	Mus musculus	3	57091333	69832626	64	6.214E-168
Homo sapiens	3	166179381	169296363	Mus musculus	3	72692482	75760857	9	1.764E-33
Homo sapiens	3	170285244	177006120	Mus musculus	3	24070533	31209217	29	2.246E-92
Homo sapiens	3	180007823	184300059	Mus musculus	3	31801625	35899561	19	5.773E-65
Homo sapiens	3	77172627	79721751	Mus musculus	16	72663394	74412030	2	1.311E-5
Homo sapiens	3	85858322	89613972	Mus musculus	16	63543364	67621153	9	1.764E-33
Homo sapiens	3	95074647	95328320	Mus musculus	16	62732271	62929166	4	2.031E-14
Homo sapiens	3	98966285	103681375	Mus musculus	16	55225288	59638982	34	1.158E-103
Homo sapiens	3	106568403	110539083	Mus musculus	16	48283848	52454187	14	3.103E-49
Homo sapiens	3	112273413	117646568	Mus musculus	16	41533318	46497077	33	2.538E-102
Homo sapiens	3	120102173	127184982	Mus musculus	16	33185157	39027266	60	3.598E-159
Homo sapiens	3	184322698	199254988	Mus musculus	16	19653474	33125745	110	3.231E-241
Homo sapiens	3	213650	5236642	Mus musculus	6	103460870	108809350	13	6.028E-47
Homo sapiens	3	6878075	12858081	Mus musculus	6	110595862	115758765	48	6.034E-136
Homo sapiens	3	12914374	15115659	Mus musculus	6	90610377	92164805	17	4.574E-59
Homo sapiens	3	64054594	74653033	Mus musculus	6	92320902	102414661	25	5.913E-82
Homo sapiens	3	127207890	131179470	Mus musculus	6	87680863	92194642	31	2.102E-97
Homo sapiens	3	130602855	131081999	Mus musculus	6	115767795	116143381	7	3.161E-26
Homo sapiens	3	27732892	52302532	Mus musculus	9	106055191	124041921	226	0.000E0
Homo sapiens	3	131761902	145193893	Mus musculus	9	94418283	105730490	72	2.465E-181
Homo sapiens	3	147269922	148617196	Mus musculus	9	91255410	92503258	4	2.031E-14
Homo sapiens	3	16332357	20202687	Mus musculus	17	50132585	53828658	10	1.158E-36
Homo sapiens	X	9653454	9877481	Mus musculus	X	149044052	149243189	2	1.311E-5
Homo sapiens	X	10373596	23714244	Mus musculus	X	151647684	166428730	58	1.054E-154
Homo sapiens	X	23761402	26146308	Mus musculus	X	88577094	91662432	11	5.517E-39
Homo sapiens	X	27907570	33267479	Mus musculus	X	80194242	86655050	9	1.058E-32
Homo sapiens	X	34057794	35731773	Mus musculus	X	75983131	78341802	3	3.096E-9
Homo sapiens	X	37236169	48156288	Mus musculus	X	8539260	20698318	48	8.689E-134
Homo sapiens	X	50128637	52807342	Mus musculus	X	5624625	8457876	6	4.719E-21
Homo sapiens	X	51503267	51662190	Mus musculus	X	91780817	91888583	2	1.311E-5
Homo sapiens	X	52943151	56610054	Mus musculus	X	146832316	149936079	26	1.314E-84
Homo sapiens	X	62483832	80440698	Mus musculus	X	92217849	106357804	84	1.652E-201
Homo sapiens	X	82649941	86811706	Mus musculus	X	108009761	111674438	9	1.764E-33
Homo sapiens	X	89063581	92853917	Mus musculus	X	115540844	119566381	5	6.660E-18
Homo sapiens	X	99433300	114374891	Mus musculus	X	130122164	143988624	84	7.135E-199
Homo sapiens	X	115216031	117474977	Mus musculus	X	21061752	23383116	4	2.031E-14
Homo sapiens	X	117513900	119647969	Mus musculus	X	33428827	35988286	26	5.256E-84
Homo sapiens	X	122145687	134383959	Mus musculus	X	38754533	51019949	45	5.009E-128
Homo sapiens	X	134060093	140098976	Mus musculus	X	53599574	58964124	21	2.199E-70
Homo sapiens	X	146801173	154147046	Mus musculus	X	65931730	72823564	75	1.535E-184
Homo sapiens	11	183080	3206605	Mus musculus	7	148031476	150970199	72	8.218E-182
Homo sapiens	11	3606503	17309646	Mus musculus	7	109214025	123684068	146	3.796E-283
Homo sapiens	11	17365042	22791113	Mus musculus	7	53354095	59250337	33	5.075E-102
Homo sapiens	11	68504066	70890227	Mus musculus	7	150981495	152509964	14	3.879E-50
Homo sapiens	11	71317731	78458637	Mus musculus	7	103319754	109220685	75	4.874E-187
Homo sapiens	11	82213058	89071531	Mus musculus	7	93867497	100082495	27	6.300E-87
Homo sapiens	11	89507491	89595882	Mus musculus	9	18096711	18192582	2	1.311E-5
Homo sapiens	11	92342437	95466334	Mus musculus	9	13424434	15678904	26	1.314E-84
Homo sapiens	11	99195473	106941637	Mus musculus	9	3335478	10172123	32	7.082E-100
Homo sapiens	11	106992719	125938022	Mus musculus	9	34296689	53823108	192	0.000E0
Homo sapiens	11	127833874	133787552	Mus musculus	9	26541436	32565405	27	3.150E-87
Homo sapiens	11	57547929	68464645	Mus musculus	19	3259364	13994462	265	0.000E0
Homo sapiens	1	246617533	246869182	Mus musculus	14	15007644	15240679	3	7.741E-10
Homo sapiens	13	19105880	21174187	Mus musculus	14	57287085	58728956	19	5.773E-65
Homo sapiens	13	22653091	24814561	Mus musculus	14	60824707	61877327	10	1.158E-36
Homo sapiens	13	23893075	24395018	Mus musculus	14	56983865	57266064	4	2.031E-14
Homo sapiens	13	40404170	48681915	Mus musculus	14	72937758	79982283	43	3.678E-125
Homo sapiens	13	48720099	51234172	Mus musculus	14	59820065	63575291	17	2.287E-59
Homo sapiens	13	52124964	52524187	Mus musculus	14	79987584	80422667	4	2.031E-14
Homo sapiens	13	59137718	60899983	Mus musculus	14	87055174	88871203	3	3.870E-10
Homo sapiens	13	69172727	79813087	Mus musculus	14	96504485	106296036	24	5.755E-79
Homo sapiens	13	90848919	101852029	Mus musculus	14	115491848	125075939	33	5.075E-102
Homo sapiens	6	39179818	39398294	Mus musculus	14	20894882	21088354	3	3.870E-10
Homo sapiens	10	45970129	48877823	Mus musculus	14	34402456	35168581	12	1.467E-41
Homo sapiens	10	50696446	51293396	Mus musculus	14	32955241	33110736	4	1.625E-13
Homo sapiens	10	74540216	81955413	Mus musculus	14	21113912	27026239	40	1.352E-116
Homo sapiens	10	80985663	88941200	Mus musculus	14	35050227	41998438	25	3.548E-80
Homo sapiens	3	15222737	16322597	Mus musculus	14	32149824	32916385	11	2.299E-40
Homo sapiens	3	23219788	27473249	Mus musculus	14	15535539	19720955	12	1.087E-43
Homo sapiens	3	52325560	57889935	Mus musculus	14	27232654	32137082	44	2.346E-127
Homo sapiens	3	57969167	63984551	Mus musculus	14	8650666	14953451	22	1.748E-73
Homo sapiens	2	26249464	28879300	Mus musculus	5	30431701	32795123	49	7.164E-138
Homo sapiens	Y	132989	1291530	Mus musculus	5	109983732	110537190	3	3.096E-9
Homo sapiens	1	89602205	93600732	Mus musculus	5	105443172	108709540	25	5.913E-82
Homo sapiens	12	107047641	108961614	Mus musculus	5	113919467	115255827	27	3.150E-87
Homo sapiens	12	109046565	117340223	Mus musculus	5	117541691	123064527	62	6.310E-163
Homo sapiens	12	119132637	119961342	Mus musculus	5	115373249	116005988	20	7.586E-68
Homo sapiens	12	120055061	124709542	Mus musculus	5	123093920	126268438	61	1.657E-161
Homo sapiens	12	127666660	130902269	Mus musculus	5	127722177	130114085	11	2.299E-40
Homo sapiens	12	130945232	131974271	Mus musculus	5	110564879	111239116	15	2.866E-53
Homo sapiens	7	503446	6832926	Mus musculus	5	139452896	144811478	61	1.414E-159
Homo sapiens	7	22816536	23207149	Mus musculus	5	23345472	23688644	4	2.031E-14
Homo sapiens	7	43967711	44025296	Mus musculus	5	136559786	136598809	2	1.574E-4
Homo sapiens	7	55828731	56151584	Mus musculus	5	130174146	130387150	8	6.637E-30
Homo sapiens	7	57076079	62660404	Mus musculus	5	143178122	143204033	2	2.623E-5
Homo sapiens	7	64975759	66341931	Mus musculus	5	130417983	130817026	9	1.058E-32
Homo sapiens	7	68702576	76094556	Mus musculus	5	130731489	136520863	49	4.642E-135
Homo sapiens	7	76551138	84589183	Mus musculus	5	12383556	20987942	19	5.773E-65
Homo sapiens	7	86111160	92301148	Mus musculus	5	3344312	9725352	30	1.330E-94
Homo sapiens	7	97451948	99219744	Mus musculus	5	144780673	146924451	23	2.432E-75
Homo sapiens	7	99083759	102099412	Mus musculus	5	136559786	138721193	61	2.652E-160
Homo sapiens	7	102176891	104995360	Mus musculus	5	20930776	23326186	16	9.638E-56
Homo sapiens	7	149575235	152004183	Mus musculus	5	23825408	25356155	27	6.300E-87
Homo sapiens	7	153380839	156754823	Mus musculus	5	27144599	30002617	13	6.028E-47
Homo sapiens	X	132989	1291530	Mus musculus	5	109983732	110537190	3	3.096E-9
Homo sapiens	13	25604569	33309642	Mus musculus	5	147021694	152453783	38	3.557E-114
Homo sapiens	22	23532255	27483488	Mus musculus	5	111258089	113739759	20	3.793E-68
Homo sapiens	22	30344477	30836645	Mus musculus	5	33079072	33505346	5	1.665E-18
Homo sapiens	4	483010	1137514	Mus musculus	5	108741944	109224382	13	6.028E-47
Homo sapiens	4	1150725	3503947	Mus musculus	5	33556167	35448348	33	2.538E-102
Homo sapiens	4	4241354	6525227	Mus musculus	5	37259809	38694133	16	2.409E-56
Homo sapiens	4	8322392	8672388	Mus musculus	5	35844869	36022431	4	2.031E-14
Homo sapiens	4	9392701	11040487	Mus musculus	5	38710748	40035848	6	1.966E-22
Homo sapiens	4	12978447	17632477	Mus musculus	5	42017009	46248745	20	3.793E-68
Homo sapiens	4	19864333	26636101	Mus musculus	5	48376032	54511442	21	1.099E-70
Homo sapiens	4	35744017	48758850	Mus musculus	5	62993687	73844664	61	5.525E-162
Homo sapiens	4	52404033	57671308	Mus musculus	5	73872328	77837070	32	7.082E-100
Homo sapiens	4	64826018	66218104	Mus musculus	5	83707173	84846407	2	1.311E-5
Homo sapiens	4	68020584	78325286	Mus musculus	5	86441068	93705250	72	1.644E-181
Homo sapiens	4	78651930	89299035	Mus musculus	5	96385945	105411736	51	6.751E-142
Homo sapiens	8	65655368	67253400	Mus musculus	3	17954402	19595329	8	6.637E-30
