# An example of input file for detection of paralogons by CHSMiner
# from public paralog database EPGD (http://epgd.biosino.org/EPGD)	
# GeneID	FamilyID	Symbol	Organism	Chromosome	Orient	Start	End
219293	0	ATAD3C	Homo sapiens	1	+	1387909	1395400
83858	52616	ATAD3B	Homo sapiens	1	+	1397026	1421444
55210	52616	ATAD3A	Homo sapiens	1	+	1437417	1459926
339453	0	C1orf70	Homo sapiens	1	-	1460601	1465588
29101	50543	SSU72	Homo sapiens	1	-	1466915	1500124
643988	0	LOC643988	Homo sapiens	1	-	1523250	1525332
142678	51610	MIB2	Homo sapiens	1	+	1540746	1555847
8510	0	MMP23B	Homo sapiens	1	+	1557422	1559892
728642	0	CDC2L2	Homo sapiens	1	-	1560462	1570439
728661	0	LOC728661	Homo sapiens	1	-	1582798	1618021
985	0	CDC2L2	Homo sapiens	1	-	1624179	1645622
984	0	CDC2L1	Homo sapiens	1	-	1624179	1645636
9906	0	SLC35E2	Homo sapiens	1	-	1653540	1667290
65220	0	NADK	Homo sapiens	1	-	1672530	1699768
2782	49300	GNB1	Homo sapiens	1	-	1706588	1812354
163688	49124	CALML6	Homo sapiens	1	+	1836125	1838592
339456	0	TMEM52	Homo sapiens	1	-	1838889	1840564
339457	0	C1orf222	Homo sapiens	1	-	1843255	1849227
728690	0	LOC728690	Homo sapiens	1	-	1847365	1868447
85452	0	KIAA1751	Homo sapiens	1	-	1874611	1925135
2563	49278	GABRD	Homo sapiens	1	+	1940702	1952049
5590	0	PRKCZ	Homo sapiens	1	+	1971768	2106693
199990	0	C1orf86	Homo sapiens	1	-	2105776	2116073
6497	0	SKI	Homo sapiens	1	+	2149993	2229315
79906	0	MORN1	Homo sapiens	1	-	2242555	2312852
11079	0	RER1	Homo sapiens	1	+	2313188	2325049
5192	0	PEX10	Homo sapiens	1	-	2326100	2333869
9651	0	PLCH2	Homo sapiens	1	+	2397613	2426823
55229	0	PANK4	Homo sapiens	1	-	2429834	2447894
388585	0	HES5	Homo sapiens	1	-	2450043	2451543
8764	0	TNFRSF14	Homo sapiens	1	-	2479149	2486612
127281	0	C1orf93	Homo sapiens	1	+	2508108	2512761
79258	49232	MMEL1	Homo sapiens	1	-	2511940	2554288
391205	53958	LOC391205	Homo sapiens	1	-	2562666	2575891
390988	53238	LOC390988	Homo sapiens	1	-	2689995	2707251
728702	0	LOC728702	Homo sapiens	1	-	2855915	2856541
140625	49024	ACTRT2	Homo sapiens	1	+	2927905	2929326
63976	52097	PRDM16	Homo sapiens	1	+	2975603	3345044
27237	0	ARHGEF16	Homo sapiens	1	+	3369981	3387536
1953	0	MEGF6	Homo sapiens	1	-	3396349	3517918
127262	52439	TPRG1L	Homo sapiens	1	+	3531415	3536554
49856	0	WDR8	Homo sapiens	1	-	3537198	3556496
728717	0	LOC728717	Homo sapiens	1	+	3557636	3558485
7161	50114	TP73	Homo sapiens	1	+	3558988	3639715
57212	0	KIAA0495	Homo sapiens	1	-	3643572	3653049
148870	0	CCDC27	Homo sapiens	1	+	3658821	3678068
728750	0	LOC728750	Homo sapiens	1	+	3679063	3681149
388588	0	LOC388588	Homo sapiens	1	+	3679248	3682405
57470	0	LRRC47	Homo sapiens	1	-	3686643	3702927
9731	0	KIAA0562	Homo sapiens	1	-	3718512	3763610
1677	0	DFFB	Homo sapiens	1	+	3763704	3791852
339448	0	C1orf174	Homo sapiens	1	-	3795556	3806708
728716	53959	LOC728716	Homo sapiens	1	+	3900484	3912502
644357	0	LOC644357	Homo sapiens	1	-	4134742	4168823
55966	0	AJAP1	Homo sapiens	1	+	4614964	4743709
261734	0	NPHP4	Homo sapiens	1	-	5845456	5975117
8514	49379	KCNAB2	Homo sapiens	1	+	6008966	6083109
26038	51880	CHD5	Homo sapiens	1	-	6084439	6162769
6146	53972	RPL22	Homo sapiens	1	-	6167666	6182265
388591	0	RNF207	Homo sapiens	1	+	6188121	6190958
148646	0	C1orf188	Homo sapiens	1	+	6191506	6203445
23463	0	ICMT	Homo sapiens	1	-	6203839	6218630
148645	0	C1orf211	Homo sapiens	1	+	6220454	6222090
390992	0	HES3	Homo sapiens	1	+	6226231	6228681
387509	0	GPR153	Homo sapiens	1	-	6231442	6243621
11332	0	ACOT7	Homo sapiens	1	-	6246918	6376412
54626	0	HES2	Homo sapiens	1	-	6397882	6402565
83715	0	ESPN	Homo sapiens	1	+	6407434	6443575
8718	0	TNFRSF25	Homo sapiens	1	-	6443797	6448841
57449	0	PLEKHG5	Homo sapiens	1	-	6449459	6502655
79707	0	NOL9	Homo sapiens	1	-	6507791	6537167
80835	0	TAS1R1	Homo sapiens	1	+	6538020	6562403
3104	0	ZBTB48	Homo sapiens	1	+	6562697	6571925
9903	49455	KLHL21	Homo sapiens	1	-	6573370	6585515
148479	0	PHF13	Homo sapiens	1	+	6596331	6606642
90326	0	THAP3	Homo sapiens	1	+	6607838	6618231
55735	0	DNAJC11	Homo sapiens	1	-	6616817	6684459
23261	0	CAMTA1	Homo sapiens	1	+	6767970	7752350
727939	0	LOC727939	Homo sapiens	1	+	7351114	7352917
9341	0	VAMP3	Homo sapiens	1	+	7753915	7764078
8863	0	PER3	Homo sapiens	1	+	7767349	7827823
10911	0	UTS2	Homo sapiens	1	-	7830261	7836158
3604	0	TNFRSF9	Homo sapiens	1	-	7902493	7923473
644827	0	LOC644827	Homo sapiens	1	+	7925097	7925375
11315	0	PARK7	Homo sapiens	1	+	7944379	7967925
54206	0	ERRFI1	Homo sapiens	1	-	7994380	8008942
50651	0	SLC45A1	Homo sapiens	1	+	8306976	8326813
473	0	RERE	Homo sapiens	1	-	8335043	8800110
2023	49246	ENO1	Homo sapiens	1	-	8843649	8861366
729124	53962	LOC729124	Homo sapiens	1	+	8860871	8861854
765	49117	CA6	Homo sapiens	1	+	8928508	8957737
155184	49682	SLC2A7	Homo sapiens	1	-	8985945	9008990
6518	49682	SLC2A5	Homo sapiens	1	-	9019593	9052256
80045	0	GPR157	Homo sapiens	1	-	9087062	9111815
727721	0	LOC727721	Homo sapiens	1	-	9159037	9185264
9563	0	H6PD	Homo sapiens	1	+	9217449	9253982
80176	51174	SPSB1	Homo sapiens	1	+	9275570	9352177
84275	50695	SLC25A33	Homo sapiens	1	+	9522114	9565417
199953	0	TMEM201	Homo sapiens	1	+	9571566	9587593
729158	0	LOC729158	Homo sapiens	1	-	9608441	9613216
5293	50239	PIK3CD	Homo sapiens	1	+	9634389	9711563
22883	50922	CLSTN1	Homo sapiens	1	-	9711665	9807136
645010	0	FLJ16126	Homo sapiens	1	-	9808933	9810915
56998	0	CTNNBIP1	Homo sapiens	1	-	9830920	9892902
84328	0	LZIC	Homo sapiens	1	-	9912362	9925412
64802	51522	NMNAT1	Homo sapiens	1	+	9926073	9966313
116362	49181	RBP7	Homo sapiens	1	+	9979860	9998664
10277	0	UBE4B	Homo sapiens	1	+	10015629	10163883
23095	51511	KIF1B	Homo sapiens	1	+	10193417	10364241
5226	0	PGD	Homo sapiens	1	+	10381671	10402787
378708	0	APITD1	Homo sapiens	1	+	10412745	10434796
1325	0	CORT	Homo sapiens	1	+	10432557	10434545
1676	0	DFFA	Homo sapiens	1	-	10443174	10455199
5195	0	PEX14	Homo sapiens	1	+	10457605	10613399
654487	0	SRG	Homo sapiens	1	-	10619764	10621137
54897	0	CASZ1	Homo sapiens	1	-	10629863	10676548
148345	0	C1orf127	Homo sapiens	1	-	10929119	10946844
23435	0	TARDBP	Homo sapiens	1	+	10995265	11008135
10747	49114	MASP2	Homo sapiens	1	-	11009166	11029871
6723	0	SRM	Homo sapiens	1	-	11037235	11042677
5394	0	EXOSC10	Homo sapiens	1	-	11049261	11082524
2475	0	FRAP1	Homo sapiens	1	-	11089178	11245152
10218	0	ANGPTL7	Homo sapiens	1	+	11171984	11178624
29914	0	UBIAD1	Homo sapiens	1	+	11246033	11268928
57540	0	PTCHD2	Homo sapiens	1	+	11461316	11520226
26232	50687	FBXO2	Homo sapiens	1	-	11631034	11637325
93611	50687	FBXO44	Homo sapiens	1	+	11637018	11645970
26270	50687	FBXO6	Homo sapiens	1	+	11646767	11656997
10459	0	MAD2L2	Homo sapiens	1	-	11657123	11663779
374946	0	C1orf187	Homo sapiens	1	+	11674367	11702922
57085	0	AGTRAP	Homo sapiens	1	+	11718728	11733414
284498	0	C1orf167	Homo sapiens	1	+	11744430	11773197
4524	0	MTHFR	Homo sapiens	1	-	11768373	11788701
1185	49167	CLCN6	Homo sapiens	1	+	11788880	11825771
4878	0	NPPA	Homo sapiens	1	-	11828362	11830421
4879	0	NPPB	Homo sapiens	1	-	11840107	11841578
90231	51941	KIAA2013	Homo sapiens	1	-	11902708	11909066
5351	49520	PLOD1	Homo sapiens	1	+	11917332	11958180
9927	50555	MFN2	Homo sapiens	1	+	11962955	11996151
60672	0	IIP45	Homo sapiens	1	+	12002098	12014692
943	0	TNFRSF8	Homo sapiens	1	+	12046020	12126850
7133	0	TNFRSF1B	Homo sapiens	1	+	12149646	12191863
390998	0	LOC390998	Homo sapiens	1	-	12203435	12213220
55187	0	VPS13D	Homo sapiens	1	+	12212699	12494685
9249	50626	DHRS3	Homo sapiens	1	-	12550525	12600406
343066	52741	AADACL4	Homo sapiens	1	+	12627152	12649683
126767	52741	AADACL3	Homo sapiens	1	+	12698406	12708549
93190	0	C1orf158	Homo sapiens	1	+	12728749	12743688
390999	50200	PRAMEF12	Homo sapiens	1	+	12751499	12760635
65121	50200	PRAMEF1	Homo sapiens	1	+	12774132	12778809
343069	49961	HNRPCL1	Homo sapiens	1	-	12829847	12831164
65122	50200	PRAMEF2	Homo sapiens	1	+	12839527	12844350
400735	50200	PRAMEF4	Homo sapiens	1	-	12861631	12868611
343071	50200	PRAMEF10	Homo sapiens	1	-	12875313	12880680
441871	50200	PRAMEF7	Homo sapiens	1	+	12900099	12902819
440561	50200	PRAMEF6	Homo sapiens	1	-	12921091	12924934
653606	50200	LOC653606	Homo sapiens	1	+	12955802	12961597
729368	50200	LOC729368	Homo sapiens	1	-	13031100	13045163
441873	50200	LOC441873	Homo sapiens	1	+	13063042	13067918
440563	49961	LOC440563	Homo sapiens	1	-	13105374	13106629
645359	50200	LOC645359	Homo sapiens	1	-	13138942	13142280
401940	50200	PRAMEF3	Homo sapiens	1	-	13200782	13204278
343068	50200	PRAMEF5	Homo sapiens	1	+	13232405	13241643
391002	50200	PRAMEF8	Homo sapiens	1	-	13259232	13263351
343070	50200	PRAMEF9	Homo sapiens	1	+	13291780	13300777
654348	50200	PRAMEF16	Homo sapiens	1	+	13367721	13370714
729516	50200	LOC729516	Homo sapiens	1	-	13480017	13484136
653619	50200	PRAMEF15	Homo sapiens	1	+	13514559	13521574
729528	50200	PRAMEF14	Homo sapiens	1	-	13540998	13546097
645414	50200	PRAMEF19	Homo sapiens	1	-	13567475	13573865
126755	0	LRRC38	Homo sapiens	1	-	13673775	13716439
10630	0	PDPN	Homo sapiens	1	+	13782838	13817038
7799	0	PRDM2	Homo sapiens	1	+	13903936	14024161
23254	0	KIAA1026	Homo sapiens	1	+	14797799	15265160
399563	0	FLJ43806	Homo sapiens	1	+	15300683	15317124
200197	0	C1orf126	Homo sapiens	1	-	15315035	15351546
55092	0	TMEM51	Homo sapiens	1	+	15352815	15419458
114827	0	FHAD1	Homo sapiens	1	+	15442754	15597359
729482	0	LOC729482	Homo sapiens	1	+	15608597	15609013
79180	51551	EFHD2	Homo sapiens	1	+	15609027	15629421
11330	49063	CTRC	Homo sapiens	1	+	15637524	15645739
63036	49063	ELA2A	Homo sapiens	1	+	15655810	15671169
51032	49063	ELA2B	Homo sapiens	1	+	15675182	15690481
842	0	CASP9	Homo sapiens	1	-	15691377	15723376
23341	0	DNAJC16	Homo sapiens	1	+	15725938	15770813
79814	0	AGMAT	Homo sapiens	1	-	15771738	15784191
645317	0	LOC645317	Homo sapiens	1	+	15802839	15804412
84301	52788	DDI2	Homo sapiens	1	+	15816656	15859334
6248	0	RSC1A1	Homo sapiens	1	+	15858950	15860803
23207	0	PLEKHM2	Homo sapiens	1	+	15880612	15933855
284723	49681	SLC25A34	Homo sapiens	1	+	15935395	15940470
388595	0	TMEM82	Homo sapiens	1	+	15941503	15947063
54751	0	FBLIM1	Homo sapiens	1	+	15957841	15985670
440567	53220	LOC440567	Homo sapiens	1	-	16006246	16006785
441876	49627	LOC441876	Homo sapiens	1	+	16027293	16027820
729614	53971	LOC729614	Homo sapiens	1	+	16033146	16034704
729509	53967	LOC729509	Homo sapiens	1	+	16046218	16047086
23013	0	SPEN	Homo sapiens	1	+	16046945	16139536
7709	0	ZBTB17	Homo sapiens	1	-	16140950	16175100
149563	0	C1orf64	Homo sapiens	1	+	16203317	16205770
27129	0	HSPB7	Homo sapiens	1	-	16213110	16217537
1187	0	CLCNKA	Homo sapiens	1	+	16221696	16233131
1188	0	CLCNKB	Homo sapiens	1	+	16242938	16256062
348487	0	FAM131C	Homo sapiens	1	-	16256850	16272681
1969	49936	EPHA2	Homo sapiens	1	-	16323418	16355150
128272	0	ARHGEF19	Homo sapiens	1	-	16397185	16411690
79363	0	C1orf89	Homo sapiens	1	-	16430781	16436032
645652	0	LOC645652	Homo sapiens	1	-	16440233	16446317
54455	0	FBXO42	Homo sapiens	1	-	16449145	16551534
26099	51881	C1orf144	Homo sapiens	1	+	16566306	16595450
729662	53972	LOC729662	Homo sapiens	1	-	16568231	16568611
374955	0	SPATA21	Homo sapiens	1	-	16597724	16636505
55707	50691	NECAP2	Homo sapiens	1	+	16639819	16659159
114819	0	CROCCL2	Homo sapiens	1	-	16674911	16685544
729541	53969	LOC729541	Homo sapiens	1	-	16685566	16698725
645685	0	LOC645685	Homo sapiens	1	-	16719809	16724869
55672	0	NBPF1	Homo sapiens	1	-	16763000	16812568
729559	0	LOC729559	Homo sapiens	1	-	16817335	16830367
84809	0	CROCCL1	Homo sapiens	1	-	16831364	16843799
729574	53079	LOC729574	Homo sapiens	1	+	16872084	16872593
729587	53079	LOC729587	Homo sapiens	1	-	16933033	16933991
440570	0	LOC440570	Homo sapiens	1	+	17070026	17073160
9696	0	CROCC	Homo sapiens	1	+	17121031	17172046
4237	0	MFAP2	Homo sapiens	1	-	17173583	17180667
23400	51052	ATP13A2	Homo sapiens	1	-	17185039	17210853
6390	0	SDHB	Homo sapiens	1	-	17217839	17253232
11240	0	PADI2	Homo sapiens	1	-	17267839	17318516
29943	0	PADI1	Homo sapiens	1	+	17404216	17443941
51702	0	PADI3	Homo sapiens	1	+	17448179	17483311
23569	0	PADI4	Homo sapiens	1	+	17507278	17563081
353238	0	PADI6	Homo sapiens	1	+	17571277	17600781
55920	0	RCC2	Homo sapiens	1	-	17605865	17638806
55160	53050	ARHGEF10L	Homo sapiens	1	+	17738916	17896956
81569	49024	ACTL8	Homo sapiens	1	+	17954430	18026144
84966	0	IGSF21	Homo sapiens	1	+	18306826	18577562
127707	0	KLHDC7A	Homo sapiens	1	+	18680452	18682885
5081	49476	PAX7	Homo sapiens	1	+	18830086	18935218
80834	0	TAS1R2	Homo sapiens	1	-	19038679	19058741
8659	0	ALDH4A1	Homo sapiens	1	-	19070512	19101658
729664	53974	LOC729664	Homo sapiens	1	+	19155591	19156307
23352	0	UBR4	Homo sapiens	1	-	19273586	19409332
23065	0	KIAA0090	Homo sapiens	1	-	19417170	19450632
51154	0	MRTO4	Homo sapiens	1	+	19450885	19458344
246181	0	AFAR3	Homo sapiens	1	-	19465062	19473021
22977	52570	AKR7A3	Homo sapiens	1	-	19481643	19487866
8574	52570	AKR7A2	Homo sapiens	1	-	19503045	19511226
54896	0	PQLC2	Homo sapiens	1	+	19511326	19528380
832	0	CAPZB	Homo sapiens	1	-	19537859	19684578
644075	0	LOC644075	Homo sapiens	1	-	19551823	19552863
644083	0	LOC644083	Homo sapiens	1	+	19597959	19600294
440574	0	C1orf151	Homo sapiens	1	+	19796053	19827760
644068	50157	LOC644068	Homo sapiens	1	+	19806887	19807724
4681	0	NBL1	Homo sapiens	1	+	19842312	19857531
3362	0	HTR6	Homo sapiens	1	+	19864366	19878641
255104	0	TMCO4	Homo sapiens	1	-	19881319	19998996
54546	0	RNF186	Homo sapiens	1	-	20013108	20014357
23252	0	OTUD3	Homo sapiens	1	+	20081368	20112024
30814	49510	PLA2G2E	Homo sapiens	1	-	20119386	20122696
5320	49510	PLA2G2A	Homo sapiens	1	-	20174517	20179495
5322	49510	PLA2G5	Homo sapiens	1	+	20269424	20290239
26279	49510	PLA2G2D	Homo sapiens	1	-	20311018	20318594
64600	49510	PLA2G2F	Homo sapiens	1	+	20338405	20349458
391013	0	PLA2G2C	Homo sapiens	1	-	20348906	20374273
127733	0	UBXD3	Homo sapiens	1	+	20385164	20392528
127731	0	FLJ32784	Homo sapiens	1	+	20490016	20538301
729709	0	LOC729709	Homo sapiens	1	+	20564885	20577134
729715	53975	LOC729715	Homo sapiens	1	+	20597224	20612850
55450	51230	CAMK2N1	Homo sapiens	1	-	20682518	20684858
729728	0	LOC729728	Homo sapiens	1	-	20684612	20686138
79594	0	C1orf166	Homo sapiens	1	-	20698529	20707240
729736	53976	LOC729736	Homo sapiens	1	+	20750005	20751890
163933	0	FAM43B	Homo sapiens	1	+	20751518	20754086
978	0	CDA	Homo sapiens	1	+	20788030	20817987
65018	0	PINK1	Homo sapiens	1	+	20832534	20850590
1650	0	DDOST	Homo sapiens	1	-	20850856	20860530
57576	0	KIF17	Homo sapiens	1	-	20863095	20917096
400745	0	SH2D5	Homo sapiens	1	-	20917212	20932174
50809	0	HP1BP3	Homo sapiens	1	-	20942214	20979619
8672	50803	EIF4G3	Homo sapiens	1	-	21005558	21250073
1889	49232	ECE1	Homo sapiens	1	-	21418938	21489493
729765	0	LOC729765	Homo sapiens	1	-	21610566	21612572
728969	50966	LOC728969	Homo sapiens	1	+	21627266	21631320
84224	51147	NBPF3	Homo sapiens	1	+	21639217	21683979
249	49047	ALPL	Homo sapiens	1	+	21708455	21777488
5909	52965	RAP1GAP	Homo sapiens	1	-	21795301	21868385
84196	0	USP48	Homo sapiens	1	-	21877377	21982274
401944	0	LDLRAD2	Homo sapiens	1	+	22011344	22024300
3339	0	HSPG2	Homo sapiens	1	-	22021323	22136336
440575	51374	LOC440575	Homo sapiens	1	+	22107127	22107709
23436	49063	ELA3B	Homo sapiens	1	+	22176004	22188433
10136	49063	ELA3A	Homo sapiens	1	+	22200735	22211621
998	49454	CDC42	Homo sapiens	1	+	22251706	22292022
54361	49784	WNT4	Homo sapiens	1	-	22318785	22342196
343384	50265	LOC343384	Homo sapiens	1	-	22521919	22522410
9923	0	ZBTB40	Homo sapiens	1	+	22650936	22727566
2046	49936	EPHA8	Homo sapiens	1	+	22762590	22802673
712	0	C1QA	Homo sapiens	1	+	22835704	22838761
714	49887	C1QC	Homo sapiens	1	+	22842733	22847189
713	49887	C1QB	Homo sapiens	1	+	22852268	22860615
2048	49936	EPHB2	Homo sapiens	1	+	22910044	23114404
729827	53978	LOC729827	Homo sapiens	1	+	23123570	23123821
646262	0	LOC646262	Homo sapiens	1	-	23152122	23172110
729059	53973	LOC729059	Homo sapiens	1	-	23209913	23214929
23028	0	AOF2	Homo sapiens	1	+	23218532	23282770
7798	0	LUZP1	Homo sapiens	1	-	23284037	23367924
3352	49223	HTR1D	Homo sapiens	1	-	23390974	23393808
10236	0	HNRNPR	Homo sapiens	1	-	23508862	23543370
729844	0	LOC729844	Homo sapiens	1	+	23542726	23543324
80818	49788	ZNF436	Homo sapiens	1	-	23559054	23567465
148898	0	C1orf213	Homo sapiens	1	+	23568050	23570865
6920	49725	TCEA3	Homo sapiens	1	-	23580141	23623847
55616	51488	DDEFL1	Homo sapiens	1	-	23627642	23683257
1870	49930	E2F2	Homo sapiens	1	-	23705508	23730299
3399	52227	ID3	Homo sapiens	1	-	23757042	23758871
729856	53980	LOC729856	Homo sapiens	1	+	23869854	23875709
6135	0	RPL11	Homo sapiens	1	+	23890880	23895501
6924	49726	TCEB3	Homo sapiens	1	+	23942548	23958973
57095	0	C1orf128	Homo sapiens	1	+	23977469	23987308
11313	50232	LYPLA2	Homo sapiens	1	+	23990232	23994615
2582	0	GALE	Homo sapiens	1	-	23994675	23999880
3155	0	HMGCL	Homo sapiens	1	-	24000953	24024535
2517	0	FUCA1	Homo sapiens	1	-	24044160	24067361
1269	0	CNR2	Homo sapiens	1	-	24073046	24112403
55629	0	PNRC2	Homo sapiens	1	+	24158916	24162517
10772	0	FUSIP1	Homo sapiens	1	-	24165525	24179407
127295	0	LOC127295	Homo sapiens	1	-	24206116	24207595
127294	0	MYOM3	Homo sapiens	1	-	24255121	24294079
58985	0	IL22RA1	Homo sapiens	1	-	24318847	24342197
163702	0	IL28RA	Homo sapiens	1	-	24353233	24386337
57822	51033	GRHL3	Homo sapiens	1	+	24518467	24554394
90529	0	C1orf201	Homo sapiens	1	-	24556075	24600535
57185	0	NPAL3	Homo sapiens	1	+	24614902	24671996
11123	0	RCAN3	Homo sapiens	1	+	24701973	24735014
400746	0	C1orf130	Homo sapiens	1	+	24755188	24808402
10250	0	SRRM1	Homo sapiens	1	+	24842180	24872347
25932	50459	CLIC4	Homo sapiens	1	+	24944434	25043345
650612	0	LOC650612	Homo sapiens	1	-	25047306	25047932
864	49904	RUNX3	Homo sapiens	1	-	25098644	25164061
25949	0	SYF2	Homo sapiens	1	-	25421350	25431589
57035	0	C1orf63	Homo sapiens	1	-	25441326	25446571
6007	49596	RHD	Homo sapiens	1	+	25471567	25529522
23585	50520	TMEM50A	Homo sapiens	1	+	25537397	25561438
6006	49596	RHCE	Homo sapiens	1	-	25561326	25619949
55219	0	TMEM57	Homo sapiens	1	+	25630005	25698515
26119	0	LDLRAP1	Homo sapiens	1	+	25742752	25767963
57134	50278	MAN1C1	Homo sapiens	1	+	25816545	25983527
57190	0	SEPN1	Homo sapiens	1	+	25999253	26017299
646471	0	LOC646471	Homo sapiens	1	-	26019031	26021840
56181	0	FAM54B	Homo sapiens	1	+	26019270	26032015
79000	0	C1orf135	Homo sapiens	1	-	26033083	26058434
164091	51434	PAQR7	Homo sapiens	1	-	26060561	26070330
149421	0	C1orf215	Homo sapiens	1	-	26083258	26091684
3925	0	STMN1	Homo sapiens	1	-	26099193	26105954
5051	50000	PAFAH2	Homo sapiens	1	-	26159901	26197234
2134	49844	EXTL1	Homo sapiens	1	+	26220857	26235518
7780	51162	SLC30A2	Homo sapiens	1	-	26237100	26245190
84676	51510	TRIM63	Homo sapiens	1	-	26250384	26266707
149420	51536	PDIK1L	Homo sapiens	1	+	26310912	26324627
79927	0	GRRP1	Homo sapiens	1	+	26358097	26361704
51042	0	ZNF593	Homo sapiens	1	+	26361095	26369950
729921	0	LOC729921	Homo sapiens	1	-	26363238	26367576
10256	0	CNKSR1	Homo sapiens	1	+	26376589	26388961
378807	0	CATSPER4	Homo sapiens	1	+	26389705	26401619
64793	0	CCDC21	Homo sapiens	1	+	26433279	26477885
83442	49668	SH3BGRL3	Homo sapiens	1	+	26479030	26480599
91544	0	UBXD5	Homo sapiens	1	-	26481359	26505722
1043	0	CD52	Homo sapiens	1	+	26516997	26519600
644849	0	FLJ38020	Homo sapiens	1	-	26520936	26542928
55057	0	AIM1L	Homo sapiens	1	-	26520958	26553207
257101	0	ZNF683	Homo sapiens	1	-	26560711	26571852
79727	0	LIN28	Homo sapiens	1	+	26609855	26628805
79947	0	DHDDS	Homo sapiens	1	+	26631388	26670383
3151	54305	HMGN2	Homo sapiens	1	+	26671500	26675049
6195	49638	RPS6KA1	Homo sapiens	1	+	26728835	26774106
8289	0	ARID1A	Homo sapiens	1	+	26895111	26981181
55650	0	PIGV	Homo sapiens	1	+	26987072	26997473
645118	0	LOC645118	Homo sapiens	1	+	27016377	27021784
84243	52699	ZDHHC18	Homo sapiens	1	+	27025787	27054794
2810	49786	SFN	Homo sapiens	1	+	27062219	27063533
54707	51648	ATPBD1B	Homo sapiens	1	-	27078459	27089455
63906	0	GPATCH3	Homo sapiens	1	-	27089566	27099543
8431	0	NR0B2	Homo sapiens	1	-	27110565	27113046
10726	0	NUDC	Homo sapiens	1	+	27120810	27145473
126695	0	C1orf172	Homo sapiens	1	-	27148647	27159483
401945	0	LOC401945	Homo sapiens	1	+	27157918	27159647
646567	51891	LOC646567	Homo sapiens	1	-	27184838	27185417
388610	0	LOC388610	Homo sapiens	1	+	27192784	27199733
115572	50716	FAM46B	Homo sapiens	1	-	27204097	27211913
6548	50385	SLC9A1	Homo sapiens	1	-	27297893	27353989
440577	0	LOC440577	Homo sapiens	1	+	27405893	27406952
23038	0	WDTC1	Homo sapiens	1	+	27433745	27507321
84065	0	C1orf160	Homo sapiens	1	+	27521308	27535477
644961	53243	LOC644961	Homo sapiens	1	+	27521381	27525623
84958	0	SYTL1	Homo sapiens	1	+	27541099	27553007
9064	50193	MAP3K6	Homo sapiens	1	-	27554256	27565923
8547	50670	FCN3	Homo sapiens	1	-	27568187	27573901
388611	0	CD164L2	Homo sapiens	1	-	27578252	27582379
2827	49415	GPR3	Homo sapiens	1	+	27591738	27594904
10163	0	WASF2	Homo sapiens	1	-	27604712	27689255
